Age,Gender,Region,Education,Employment,Income,Exercise,Health Monitoring,Wearable Device,DNA Test Taken,Comfort DNA Sharing,Trust in Science,Interest Vitamins,Interest Skincare,Interest Diet Fitness,Preferred Mode,Willingness to Pay,Subscription Interest,Interest in DNA Brand,Diet Type_Vegetarian,Diet Type_Vegan,Diet Type_Non-vegetarian,Diet Type_Keto/Low-carb,Diet Type_High Protein,Diet Type_Pescatarian,Fitness Goals_Weight loss,Fitness Goals_Muscle gain,Fitness Goals_Energy,Fitness Goals_Sleep,Fitness Goals_Endurance,Fitness Goals_Mental wellness,Fitness Goals_Healthy aging,Fitness Goals_General fitness,Health Issues_Fatigue,Health Issues_Stress,Health Issues_Digestive issues,Health Issues_Vitamin deficiency,Health Issues_Skin issues,Health Issues_Hair fall,Health Issues_Hormonal imbalance,Health Issues_Weight issues,Supplement Sources_Pharmacy,Supplement Sources_Online,Supplement Sources_Supermarket,Supplement Sources_Clinic,Supplement Sources_None,Supplements Used_Multivitamins,Supplements Used_Omega-3,Supplements Used_Collagen,Supplements Used_Vitamin D,Supplements Used_Protein,Supplements Used_Probiotics,Supplements Used_Creatine,Supplements Used_Skin supplements,DNA Interest Areas_Diet plans,DNA Interest Areas_Vitamins,DNA Interest Areas_Skincare,DNA Interest Areas_Fitness,DNA Interest Areas_Preventive health,DNA Interest Areas_Anti-aging,DNA Interest Areas_Genetics curiosity
25-34,Female,Dubai,Master,Student,<3000,3-4 times/wk,Occasionally,No,No,4,High,Very likely,Very unlikely,Neutral,App,1000-1500,Yes,Yes,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
18-24,Male,Dubai,Diploma,Working Professional,<3000,1-2 times/wk,Occasionally,Yes,No,3,Low,Neutral,Neutral,Neutral,Email,200-400,Yes,Maybe,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25-34,Female,Sharjah,Bachelor,Student,<3000,3-4 times/wk,Occasionally,No,No,3,High,Likely,Likely,Unlikely,Dashboard,400-700,Maybe,Yes,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35-44,Male,Abu Dhabi,Diploma,Student,35000+,5+ times/wk,Weekly,Yes,No,5,High,Likely,Likely,Neutral,App,700-1000,No,Yes,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
18-24,Female,Abu Dhabi,Bachelor,Working Professional,3000-7000,1-2 times/wk,Weekly,Yes,No,4,High,Neutral,Unlikely,Very likely,App,400-700,No,Yes,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0
35-44,Female,Dubai,Bachelor,Business Owner,12000-20000,1-2 times/wk,Daily,No,No,4,High,Neutral,Unlikely,Very likely,App,700-1000,Yes,Maybe,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
35-44,Other,Dubai,Bachelor,Student,<3000,3-4 times/wk,Weekly,No,No,3,High,Very likely,Very unlikely,Neutral,WhatsApp AI,700-1000,Yes,Maybe,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
35-44,Male,Dubai,Bachelor,Student,3000-7000,3-4 times/wk,Weekly,No,Yes,4,High,Likely,Unlikely,Likely,Clinic,700-1000,Yes,Yes,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0
25-34,Female,UAQ,Bachelor,Business Owner,<3000,5+ times/wk,Occasionally,No,No,4,Medium,Unlikely,Neutral,Neutral,App,200-400,Yes,Yes,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18-24,Female,Fujairah,Bachelor,Student,3000-7000,1-2 times/wk,Occasionally,No,Yes,4,High,Neutral,Very likely,Likely,Email,400-700,Yes,Yes,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
25-34,Male,Dubai,Bachelor,Student,35000+,5+ times/wk,Occasionally,No,No,5,Low,Very unlikely,Likely,Likely,App,400-700,Yes,Maybe,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
25-34,Female,Sharjah,High School,Working Professional,12000-20000,5+ times/wk,Weekly,Yes,No,5,Medium,Likely,Very unlikely,Likely,App,400-700,No,Yes,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25-34,Female,Abu Dhabi,Bachelor,Freelancer,<3000,1-2 times/wk,Occasionally,No,No,3,High,Unlikely,Very likely,Neutral,WhatsApp AI,200-400,Yes,Maybe,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1
25-34,Male,Dubai,Doctorate,Working Professional,3000-7000,Never,Occasionally,No,No,4,High,Neutral,Unlikely,Very likely,Clinic,400-700,Maybe,No,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
35-44,Female,Dubai,Bachelor,Freelancer,12000-20000,5+ times/wk,Occasionally,No,No,1,Low,Neutral,Likely,Very likely,App,1500+,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25-34,Male,Dubai,Master,Student,3000-7000,1-2 times/wk,Occasionally,Yes,No,2,High,Neutral,Neutral,Unlikely,Dashboard,700-1000,No,Yes,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
35-44,Male,RAK,Diploma,Student,7000-12000,3-4 times/wk,Occasionally,No,No,5,High,Unlikely,Likely,Unlikely,App,400-700,No,Yes,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
35-44,Female,Ajman,Bachelor,Student,7000-12000,5+ times/wk,Weekly,Yes,No,3,High,Unlikely,Neutral,Very likely,Dashboard,<200,Yes,Yes,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
45-54,Male,Dubai,Master,Working Professional,20000-35000,1-2 times/wk,Weekly,Yes,Yes,4,Medium,Neutral,Neutral,Neutral,Email,200-400,Yes,Yes,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
25-34,Female,Dubai,High School,Freelancer,7000-12000,3-4 times/wk,Weekly,No,Yes,2,Low,Neutral,Likely,Likely,App,700-1000,Maybe,Maybe,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
35-44,Female,RAK,High School,Working Professional,12000-20000,3-4 times/wk,Occasionally,No,No,4,Medium,Likely,Neutral,Neutral,WhatsApp AI,700-1000,Maybe,Yes,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
35-44,Male,Dubai,Master,Working Professional,3000-7000,1-2 times/wk,Weekly,Yes,No,2,High,Neutral,Likely,Neutral,WhatsApp AI,400-700,Yes,Yes,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
35-44,Female,Dubai,Doctorate,Working Professional,7000-12000,3-4 times/wk,Weekly,No,No,3,Medium,Likely,Neutral,Very likely,App,200-400,No,Yes,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
35-44,Female,Dubai,High School,Not working,3000-7000,1-2 times/wk,Weekly,Yes,Yes,4,Medium,Neutral,Likely,Neutral,Clinic,200-400,Maybe,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
35-44,Female,Dubai,Bachelor,Working Professional,3000-7000,3-4 times/wk,Occasionally,Yes,No,4,High,Neutral,Likely,Likely,App,1000-1500,Yes,Maybe,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
35-44,Male,Abu Dhabi,Master,Student,3000-7000,5+ times/wk,Weekly,No,No,3,High,Very likely,Neutral,Likely,App,700-1000,Maybe,Maybe,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
25-34,Female,Dubai,Bachelor,Freelancer,7000-12000,3-4 times/wk,Occasionally,Yes,No,1,Low,Neutral,Neutral,Unlikely,App,200-400,Maybe,Yes,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
35-44,Female,Abu Dhabi,High School,Working Professional,12000-20000,1-2 times/wk,Occasionally,Yes,Yes,5,High,Unlikely,Likely,Very unlikely,App,400-700,Yes,Maybe,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
45-54,Female,Abu Dhabi,High School,Working Professional,7000-12000,3-4 times/wk,Weekly,Yes,No,4,High,Unlikely,Very unlikely,Very unlikely,App,1000-1500,No,Yes,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
55+,Male,Ajman,Bachelor,Working Professional,<3000,3-4 times/wk,Weekly,Yes,No,4,High,Neutral,Unlikely,Neutral,App,400-700,Yes,Yes,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35-44,Female,Dubai,High School,Student,3000-7000,3-4 times/wk,Daily,Yes,No,5,High,Likely,Likely,Very likely,WhatsApp AI,200-400,No,Maybe,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
25-34,Female,Abu Dhabi,Bachelor,Working Professional,7000-12000,1-2 times/wk,Weekly,Yes,No,5,Medium,Likely,Likely,Very unlikely,App,200-400,Yes,Yes,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
18-24,Female,Abu Dhabi,Master,Working Professional,3000-7000,1-2 times/wk,Weekly,No,No,5,High,Unlikely,Neutral,Very likely,WhatsApp AI,200-400,No,Maybe,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
35-44,Male,Dubai,Bachelor,Student,20000-35000,Never,Occasionally,No,Yes,3,Low,Neutral,Neutral,Unlikely,App,400-700,No,Yes,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
25-34,Other,Dubai,Master,Working Professional,35000+,1-2 times/wk,Occasionally,No,No,4,Medium,Likely,Very likely,Likely,App,700-1000,Yes,Yes,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
25-34,Male,Abu Dhabi,High School,Student,7000-12000,1-2 times/wk,Occasionally,Yes,No,4,Medium,Neutral,Very likely,Very unlikely,Email,1500+,Yes,Maybe,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25-34,Female,UAQ,Master,Freelancer,3000-7000,3-4 times/wk,Weekly,Yes,Yes,3,Medium,Likely,Very unlikely,Likely,App,700-1000,Maybe,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
25-34,Female,Sharjah,Diploma,Student,<3000,3-4 times/wk,Occasionally,No,No,2,High,Neutral,Neutral,Very likely,Dashboard,700-1000,Maybe,Maybe,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0
45-54,Male,Abu Dhabi,Master,Freelancer,3000-7000,1-2 times/wk,Weekly,No,Yes,3,Medium,Likely,Likely,Unlikely,App,700-1000,Yes,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
45-54,Female,Ajman,Diploma,Student,3000-7000,3-4 times/wk,Occasionally,No,No,4,High,Unlikely,Very unlikely,Very unlikely,App,400-700,Maybe,Yes,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25-34,Other,Sharjah,Master,Student,3000-7000,3-4 times/wk,Occasionally,No,No,3,Medium,Very likely,Very likely,Likely,Clinic,700-1000,Yes,Yes,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
25-34,Male,Dubai,Bachelor,Working Professional,12000-20000,5+ times/wk,Occasionally,No,No,3,High,Very likely,Neutral,Likely,App,700-1000,Maybe,Yes,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
35-44,Female,Fujairah,Bachelor,Working Professional,3000-7000,3-4 times/wk,Weekly,No,No,5,High,Unlikely,Unlikely,Unlikely,Dashboard,400-700,Maybe,Yes,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
18-24,Female,Dubai,Bachelor,Working Professional,20000-35000,1-2 times/wk,Occasionally,Yes,No,3,Medium,Very unlikely,Very likely,Neutral,App,200-400,Maybe,No,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
55+,Female,Sharjah,Master,Working Professional,7000-12000,3-4 times/wk,Occasionally,Yes,No,5,Low,Neutral,Likely,Likely,Email,1000-1500,Yes,Yes,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0
18-24,Male,Sharjah,Master,Working Professional,3000-7000,1-2 times/wk,Daily,No,No,1,Low,Likely,Very likely,Unlikely,WhatsApp AI,400-700,Yes,Yes,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
45-54,Male,Ajman,Bachelor,Student,12000-20000,1-2 times/wk,Occasionally,No,No,5,Low,Very likely,Likely,Neutral,Email,400-700,Maybe,Yes,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
55+,Male,Ajman,Bachelor,Working Professional,12000-20000,3-4 times/wk,Never,No,Yes,4,Medium,Neutral,Neutral,Neutral,App,<200,Maybe,Yes,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
45-54,Female,Abu Dhabi,High School,Working Professional,12000-20000,5+ times/wk,Never,No,No,4,High,Unlikely,Likely,Likely,App,700-1000,No,No,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
55+,Male,UAQ,Bachelor,Freelancer,20000-35000,Never,Daily,Yes,Yes,5,High,Unlikely,Unlikely,Neutral,App,400-700,Yes,Maybe,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
35-44,Other,Sharjah,High School,Working Professional,12000-20000,1-2 times/wk,Weekly,No,Yes,2,Medium,Likely,Likely,Unlikely,WhatsApp AI,700-1000,Yes,Yes,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
35-44,Male,Abu Dhabi,High School,Student,20000-35000,3-4 times/wk,Occasionally,No,Yes,4,High,Likely,Likely,Unlikely,WhatsApp AI,1500+,Maybe,Yes,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
25-34,Male,Abu Dhabi,Master,Student,3000-7000,1-2 times/wk,Occasionally,No,No,1,High,Very likely,Likely,Unlikely,App,1000-1500,Maybe,Yes,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25-34,Male,Abu Dhabi,Bachelor,Business Owner,35000+,3-4 times/wk,Occasionally,No,No,1,Low,Unlikely,Neutral,Unlikely,WhatsApp AI,<200,Yes,Yes,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0
45-54,Male,Dubai,Bachelor,Working Professional,12000-20000,3-4 times/wk,Never,No,No,4,Medium,Unlikely,Likely,Neutral,WhatsApp AI,400-700,Maybe,Yes,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
25-34,Female,Sharjah,Bachelor,Working Professional,<3000,5+ times/wk,Weekly,Yes,No,3,Low,Likely,Neutral,Likely,Dashboard,400-700,Maybe,Maybe,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
25-34,Female,RAK,Diploma,Business Owner,7000-12000,1-2 times/wk,Weekly,No,No,4,High,Neutral,Unlikely,Unlikely,App,700-1000,Yes,Maybe,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
55+,Female,Dubai,Bachelor,Working Professional,3000-7000,5+ times/wk,Weekly,No,No,4,High,Likely,Likely,Likely,App,200-400,Yes,Yes,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
18-24,Male,UAQ,Master,Student,20000-35000,3-4 times/wk,Daily,Yes,No,4,High,Unlikely,Likely,Very unlikely,App,400-700,Yes,Maybe,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
35-44,Female,Fujairah,Master,Working Professional,<3000,1-2 times/wk,Occasionally,No,No,5,Medium,Neutral,Unlikely,Very likely,App,700-1000,Maybe,Maybe,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
45-54,Male,Abu Dhabi,Bachelor,Student,7000-12000,1-2 times/wk,Daily,No,No,4,High,Likely,Neutral,Neutral,App,1000-1500,Yes,Yes,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18-24,Female,Dubai,Bachelor,Student,3000-7000,3-4 times/wk,Occasionally,No,No,3,Medium,Likely,Neutral,Unlikely,WhatsApp AI,<200,Maybe,Maybe,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18-24,Male,Dubai,Bachelor,Working Professional,<3000,3-4 times/wk,Daily,No,No,2,Medium,Neutral,Very likely,Likely,App,200-400,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
25-34,Female,Sharjah,Bachelor,Working Professional,3000-7000,5+ times/wk,Weekly,No,No,4,High,Unlikely,Likely,Very likely,Clinic,200-400,Maybe,Yes,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
35-44,Female,Sharjah,Bachelor,Student,35000+,3-4 times/wk,Weekly,Yes,Yes,1,High,Very likely,Neutral,Neutral,WhatsApp AI,1500+,Yes,Yes,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18-24,Male,Dubai,Diploma,Working Professional,20000-35000,3-4 times/wk,Occasionally,No,Yes,1,High,Unlikely,Unlikely,Very likely,App,200-400,Yes,Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
25-34,Female,Dubai,Bachelor,Working Professional,12000-20000,3-4 times/wk,Occasionally,No,No,3,High,Likely,Very likely,Likely,App,700-1000,Maybe,Yes,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25-34,Male,Sharjah,Doctorate,Student,12000-20000,Never,Occasionally,No,No,5,High,Unlikely,Neutral,Neutral,Dashboard,1500+,Maybe,Yes,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
25-34,Other,Dubai,Doctorate,Student,35000+,1-2 times/wk,Weekly,No,No,4,Low,Likely,Unlikely,Very unlikely,Dashboard,400-700,Yes,Maybe,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
25-34,Female,Sharjah,Bachelor,Business Owner,3000-7000,1-2 times/wk,Occasionally,Yes,No,3,High,Very likely,Unlikely,Unlikely,WhatsApp AI,700-1000,Maybe,Yes,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
45-54,Female,Dubai,Diploma,Business Owner,3000-7000,5+ times/wk,Weekly,Yes,No,4,Medium,Likely,Likely,Very likely,App,700-1000,No,Yes,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
25-34,Male,Dubai,Bachelor,Business Owner,7000-12000,1-2 times/wk,Weekly,No,Yes,4,Medium,Very likely,Unlikely,Unlikely,App,1000-1500,Maybe,No,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
25-34,Male,Abu Dhabi,Bachelor,Working Professional,7000-12000,3-4 times/wk,Occasionally,No,Yes,2,Medium,Likely,Unlikely,Very likely,Dashboard,700-1000,Yes,Maybe,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25-34,Female,RAK,High School,Student,12000-20000,5+ times/wk,Weekly,Yes,No,3,High,Unlikely,Unlikely,Neutral,Email,200-400,Maybe,Yes,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25-34,Male,Sharjah,Bachelor,Business Owner,7000-12000,5+ times/wk,Weekly,Yes,Yes,2,Medium,Neutral,Very likely,Very unlikely,App,200-400,Yes,Yes,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25-34,Male,RAK,Bachelor,Working Professional,3000-7000,5+ times/wk,Occasionally,No,No,3,High,Unlikely,Neutral,Likely,Clinic,1000-1500,Yes,Yes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35-44,Male,Dubai,Diploma,Freelancer,7000-12000,3-4 times/wk,Occasionally,No,No,4,Medium,Neutral,Neutral,Neutral,App,<200,Maybe,Yes,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
35-44,Female,Dubai,High School,Working Professional,3000-7000,5+ times/wk,Occasionally,No,Yes,2,High,Very likely,Very likely,Unlikely,Email,<200,Yes,Maybe,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
35-44,Male,Dubai,Doctorate,Working Professional,12000-20000,3-4 times/wk,Never,No,No,1,Medium,Unlikely,Unlikely,Likely,WhatsApp AI,700-1000,Yes,Yes,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
